FECHA,CODIGO_EMPRESA,CEDULA_ANONIMIZADA,UBICACION_ANONIMIZADA,CODIGO_LOCALIDAD,ID_ESTADO_CIVIL,ID_GENERO,FECHA_NACIMIENTO,EDAD,FECHA_INGRESO,FECHA_INICIO_CONTRATO,ID_CARGO,TIPO_CARGO,NIVEL_CARGO,CATEGORIA_CARGO,TIPO_AREA,ID_CENTRO_COSTO,TIPO_NOMINA,SUBSIDIO_TRANSPORTE,COMPENSACION_VARIABLE,PORCENT_COMP_VARIABLE,SALARIO,TOTAL_SALARIO,INDICADOR_VARIACION_SALARIO,VARIACION_SALARIO,SENAL_SINDICALIZADO,FECHA_FIN_CONTRATO,CAUSA_NOMBRE,TIPO_RETIRO,NUM_DIAS_LABORADOS,NUM_DIAS_CONTRATADOS,RETIRO
2020-12-31,21,559,4,1504,SOLTERO,M,1993-06-17,28,2015-12-21,2015-12-21,83806,OPERATIVO,6,10,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1679200,1679200,1,676400,0,,,,1771,1771,0
2020-12-31,21,560,5,1502,SOLTERO,F,1993-08-05,28,2017-03-01,2017-03-01,84496,ADMINISTRATIVO,5,12,ADMINISTRATIVO,110128,TERMINO_INDEFINIDO,1,0,0,2622400,2622400,1,1200600,0,,,,1335,1335,0
2020-12-31,21,562,4,1504,SOLTERO,F,1993-08-19,28,2019-08-20,2019-08-20,84127,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110126,TERMINO_INDEFINIDO,1,0,0,1900000,1900000,0,0,0,,,,433,433,0
2020-12-31,21,563,4,1504,SOLTERO,M,1995-08-11,26,2015-01-05,2015-01-05,83806,OPERATIVO,6,10,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1679200,1679200,1,676400,0,,,,2121,2121,0
2018-06-30,21,567,7,1504,SOLTERO,M,1985-10-10,36,2018-02-01,2018-02-01,84049,OPERATIVO,7,7,PRACTICANTES,110109,APRENDIZ,1,0,0,781242,781242,0,0,0,,,,998,998,0
2020-12-31,21,568,5,1502,CASADO,F,1987-07-21,34,2014-04-01,2014-04-01,84486,ADMINISTRATIVO,4,14,ADMINISTRATIVO,310215,TERMINO_INDEFINIDO,1,0,0,3525800,3525800,1,690800,0,,,,2400,2400,0
2020-12-31,21,570,4,1504,CASADO,M,1987-10-09,34,2010-12-16,2010-12-16,84303,OPERATIVO,5,11,ADMINISTRATIVO,220168,TERMINO_INDEFINIDO,1,0,0,2564800,2564800,1,205200,0,,,,3602,3602,0
2020-12-31,21,571,4,1504,SOLTERO,F,1988-09-14,33,2017-04-03,2017-04-03,84408,ADMINISTRATIVO,5,13,ADMINISTRATIVO,110401,TERMINO_INDEFINIDO,1,0,0,2610000,2610000,1,142500,0,,,,1302,1302,0
2020-12-31,21,572,18,1511,CASADO,M,1982-11-26,38,2012-12-16,2012-12-16,84120,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110407,TERMINO_INDEFINIDO,1,0,0,2340300,2340300,1,632300,0,,,,2871,2871,0
2020-12-31,21,573,4,1504,SOLTERO,M,1988-12-04,32,2014-03-03,2014-03-03,84043,OPERATIVO,6,9,ADMINISTRATIVO,220132,TERMINO_FIJO,1,0,0,1488600,1488600,1,119100,0,,,,2429,2429,0
2020-12-31,21,574,4,1504,CASADO,M,1989-05-26,32,2015-01-05,2015-01-05,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,2121,2121,0
2020-12-31,21,575,4,1504,CASADO,M,1989-08-03,32,2013-08-01,2013-08-01,84511,ADMINISTRATIVO,5,13,ADMINISTRATIVO,110213,TERMINO_INDEFINIDO,1,0,0,3214700,3214700,1,479200,0,,,,2643,2643,0
2020-12-31,21,579,4,1504,SOLTERO,M,1990-09-19,31,2014-04-16,2014-04-16,84115,OPERATIVO,6,9,ADMINISTRATIVO,220168,TERMINO_FIJO,1,0,0,1484300,1484300,1,118800,0,,,,2385,2385,0
2020-12-31,21,580,4,1504,SOLTERO,F,1991-04-30,30,2015-01-21,2015-01-21,84328,ADMINISTRATIVO,5,12,ADMINISTRATIVO,110204,TERMINO_INDEFINIDO,1,0,0,2685800,2685800,1,338400,0,,,,2105,2105,0
2020-08-31,21,581,4,1504,SOLTERO,M,1992-08-20,29,2020-04-20,2020-04-20,83799,OPERATIVO,6,9,OPERATIVO,220144,TERMINO_FIJO,1,0,0,1195100,1195100,1,11800,0,,,,189,189,0
2020-12-31,21,582,4,1504,SOLTERO,M,1993-02-19,28,2017-11-22,2017-11-22,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,1069,1069,0
2020-12-31,21,589,4,1504,CASADO,M,1996-03-07,25,2017-05-19,2017-05-19,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,1256,1256,0
2020-12-31,21,592,5,1502,SOLTERO,M,1996-11-03,24,2017-02-22,2017-02-22,83851,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110128,TERMINO_INDEFINIDO,1,0,0,1443800,1443800,1,78800,0,,,,1342,1342,0
2018-03-31,21,595,7,1504,SOLTERO,F,1998-02-20,23,2017-09-18,2017-09-18,84049,OPERATIVO,7,7,PRACTICANTES,110132,APRENDIZ,1,0,0,781242,781242,1,43525,0,,,,1134,1134,0
2020-12-31,21,598,5,1502,UNION_LIBRE,F,1993-12-26,27,2019-03-04,2019-03-04,84550,ADMINISTRATIVO,4,14,COMERCIAL,310215,TERMINO_INDEFINIDO,1,0,0,3500000,3500000,0,0,0,,,,602,602,0
2020-08-31,21,599,5,1502,SOLTERO,M,1990-09-14,31,2020-02-18,2020-02-18,84679,ADMINISTRATIVO,3,16,COMERCIAL,320310,TERMINO_INDEFINIDO,1,1500000,20,6000000,7500000,0,0,0,,,,251,251,0
2020-08-31,21,602,5,1502,SOLTERO,F,1995-12-26,25,2020-03-02,2020-03-02,84049,APRENDICES,7,7,ADMINISTRATIVO,310217,APRENDIZ,1,0,0,1755606,1755606,0,0,0,,,,238,238,0
2020-12-31,21,603,15,1509,UNION_LIBRE,M,1988-12-26,32,2019-05-06,2019-05-06,84591,ADMINISTRATIVO,4,14,ADMINISTRATIVO,320330,TERMINO_INDEFINIDO,1,0,0,2700000,2700000,0,0,0,,,,539,539,0
2020-12-31,21,604,2,1500,SOLTERO,M,1986-09-17,35,2015-01-20,2015-01-20,84491,OPERATIVO,5,11,ADMINISTRATIVO,250120,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,197800,0,,,,2106,2106,0
2020-12-31,21,605,2,1500,SOLTERO,F,1992-12-29,28,2018-07-06,2018-07-06,84089,ADMINISTRATIVO,5,11,ADMINISTRATIVO,150109,TERMINO_INDEFINIDO,1,0,0,2054700,2054700,1,73300,0,,,,843,843,0
2020-08-31,21,607,2,1500,SOLTERO,M,2009-10-09,12,2019-10-16,2019-10-16,83818,OPERATIVO,6,9,ADMINISTRATIVO,150152,TERMINO_FIJO,1,0,0,1491803,1491803,1,710561,0,,,,376,376,0
2020-12-31,21,608,2,1500,CASADO,M,1986-01-12,35,2013-11-01,2013-11-01,83813,OPERATIVO,6,9,ADMINISTRATIVO,110260,TERMINO_INDEFINIDO,1,0,0,1011785,1011785,1,35912,1,,,,2551,2551,0
2020-12-31,21,609,2,1500,CASADO,M,1987-10-02,34,2013-11-05,2013-11-05,84491,OPERATIVO,5,11,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,197800,0,,,,2547,2547,0
2020-12-31,21,610,2,1500,SOLTERO,M,1988-11-13,32,2012-09-03,2012-09-03,84615,OPERATIVO,5,11,OPERATIVO,250168,TERMINO_INDEFINIDO,1,0,0,1881500,1881500,1,208100,0,,,,2975,2975,0
2020-12-31,21,611,2,1500,SOLTERO,M,1990-11-22,30,2016-04-21,2017-11-29,84491,OPERATIVO,5,11,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,794900,0,,,,1649,1062,0
2020-12-31,21,612,2,1500,SOLTERO,M,1991-12-17,29,2015-01-21,2015-01-21,84491,OPERATIVO,5,11,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,197800,0,,,,2105,2105,0
2020-12-31,21,613,2,1500,SOLTERO,M,1993-02-07,28,2015-09-23,2015-09-23,84422,OPERATIVO,6,9,ADMINISTRATIVO,150207,TERMINO_INDEFINIDO,1,0,0,1319600,1319600,1,105600,0,,,,1860,1860,0
2020-12-31,21,614,2,1500,SOLTERO,M,1993-04-05,28,2019-09-24,2019-09-24,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_FIJO,1,0,0,1103400,1103400,0,0,0,,,,398,398,0
2020-12-31,21,615,2,1500,SOLTERO,M,1993-09-15,28,2018-09-04,2018-09-04,84500,ADMINISTRATIVO,5,11,ADMINISTRATIVO,250168,TERMINO_FIJO,1,0,0,1819000,1819000,1,343566,0,,,,783,783,0
2020-12-31,21,616,2,1500,SOLTERO,M,1994-06-21,27,2017-07-13,2017-07-13,84477,OPERATIVO,6,9,ADMINISTRATIVO,250188,TERMINO_INDEFINIDO,1,0,0,1103400,1103400,1,88300,0,,,,1201,1201,0
2020-12-31,21,617,2,1500,SOLTERO,M,1995-03-16,26,2018-07-16,2019-06-01,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1103400,1103400,1,39200,0,,,,833,513,0
2020-12-31,21,618,2,1500,SOLTERO,M,1994-07-24,27,2016-09-13,2017-11-16,84491,OPERATIVO,5,11,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,794900,0,,,,1504,1075,0
2020-12-31,21,619,2,1500,SOLTERO,M,1995-10-15,26,2016-11-03,2018-04-01,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1103400,1103400,1,88300,0,,,,1453,939,0
2020-12-31,21,620,2,1500,CASADO,M,1996-03-07,25,2019-02-21,2019-02-21,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_FIJO,1,0,0,1103400,1103400,0,0,0,,,,613,613,0
2020-12-31,21,621,2,1500,SOLTERO,M,1997-12-04,23,2019-03-07,2019-03-07,84477,OPERATIVO,6,9,ADMINISTRATIVO,250188,TERMINO_FIJO,1,0,0,1103400,1103400,0,0,0,,,,599,599,0
2020-08-31,21,622,2,1500,CASADO,M,1997-07-22,24,2020-01-03,2020-01-03,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_FIJO,1,0,0,1150800,1150800,0,0,0,,,,297,297,0
2020-12-31,21,624,2,1500,SOLTERO,M,1998-07-23,23,2019-09-16,2019-09-16,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_FIJO,1,0,0,1103400,1103400,0,0,0,,,,406,406,0
2020-08-31,21,626,2,1500,SOLTERO,M,1990-05-05,31,2020-02-17,2020-02-17,83971,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110260,TERMINO_FIJO,1,0,0,1942588,1942588,0,0,0,,,,252,252,0
2020-12-31,21,627,2,1500,SOLTERO,M,1991-06-17,30,2014-04-24,2014-04-24,84634,ADMINISTRATIVO,5,12,OPERATIVO,250136,TERMINO_INDEFINIDO,1,0,0,2000000,2000000,1,700800,0,,,,2377,2377,0
2018-08-31,21,628,2,0,CASADO,F,1984-02-16,37,2018-03-06,2018-03-06,0,OPERATIVO,7,7,ADMINISTRATIVO,110109,APRENDIZ,0,0,0,781242,781242,0,0,0,,,,965,965,0
2020-12-31,21,629,2,1500,CASADO,M,1988-01-11,33,2012-10-17,2012-10-17,83971,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110260,TERMINO_INDEFINIDO,1,0,0,1862500,1862500,1,149000,0,,,,2931,2931,0
2020-12-31,21,630,2,1500,CASADO,M,1988-10-24,33,2014-05-02,2014-05-02,84598,OPERATIVO,4,14,OPERATIVO,250168,TERMINO_INDEFINIDO,1,0,0,3804600,3804600,1,304400,0,,,,2369,2369,0
2020-12-31,21,631,2,1500,CASADO,F,1989-11-24,31,2017-11-16,2018-11-01,83848,ADMINISTRATIVO,5,11,ADMINISTRATIVO,250176,TERMINO_INDEFINIDO,1,0,0,2016500,2016500,1,506400,0,,,,1075,725,0
2019-05-31,21,632,2,1500,SOLTERO,M,1990-11-03,30,2018-10-16,2018-10-16,83834,OPERATIVO,5,11,ADMINISTRATIVO,250168,TERMINO_FIJO,1,0,0,1819000,1819000,1,1037758,0,,,,741,741,0
2018-10-31,21,633,2,1500,SOLTERO,M,1991-03-29,30,2018-06-01,2018-06-01,84049,OPERATIVO,7,7,ADMINISTRATIVO,250168,APRENDIZ,1,0,0,1562484,1562484,0,0,0,,,,878,878,0
2020-12-31,21,634,2,1500,SOLTERO,M,1991-09-23,30,2019-05-16,2019-05-16,84459,OPERATIVO,5,11,ADMINISTRATIVO,250176,TERMINO_FIJO,1,0,0,1189000,1189000,0,0,0,,,,529,529,0
2020-12-31,21,635,2,1500,SOLTERO,F,1991-11-19,29,2017-03-07,2017-03-07,83946,ADMINISTRATIVO,5,12,ADMINISTRATIVO,150109,TERMINO_INDEFINIDO,1,0,0,2690916,2690916,1,290916,0,,,,1329,1329,0
2020-08-31,21,636,2,1500,UNION_LIBRE,F,1991-10-28,30,2020-03-02,2020-03-02,83813,OPERATIVO,6,9,ADMINISTRATIVO,110260,TERMINO_FIJO,1,0,0,1376343,1376343,0,0,0,,,,238,238,0
2020-12-31,21,637,2,1500,CASADO,M,1992-11-29,28,2016-10-05,2018-04-01,84477,OPERATIVO,6,9,ADMINISTRATIVO,250188,TERMINO_INDEFINIDO,1,0,0,1103400,1103400,1,88300,0,,,,1482,939,0
2020-12-31,21,638,2,1500,SOLTERO,M,1992-12-11,28,2019-02-21,2019-02-21,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_FIJO,1,0,0,1103400,1103400,0,0,0,,,,613,613,0
2020-12-31,21,639,2,1500,SOLTERO,M,1993-08-21,28,2016-08-23,2017-11-16,83844,OPERATIVO,5,11,ADMINISTRATIVO,250164,TERMINO_INDEFINIDO,1,0,0,1412200,1412200,1,400000,0,,,,1525,1075,0
2020-12-31,21,641,2,1500,CASADO,M,1995-02-23,26,2017-07-13,2017-07-13,84615,OPERATIVO,5,11,OPERATIVO,250168,TERMINO_INDEFINIDO,1,0,0,1881500,1881500,1,866400,0,,,,1201,1201,0
2020-12-31,21,643,2,1500,SOLTERO,M,1996-01-16,25,2019-03-07,2019-03-07,84477,OPERATIVO,6,9,ADMINISTRATIVO,250188,TERMINO_FIJO,1,0,0,1103400,1103400,0,0,0,,,,599,599,0
2020-08-31,21,645,2,1500,SOLTERO,F,1998-06-01,23,2020-03-20,2020-03-20,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,877803,877803,0,0,0,,,,220,220,0
2018-04-30,21,646,2,1500,SOLTERO,F,1999-01-05,22,2017-11-16,2017-11-16,84049,OPERATIVO,7,7,PRACTICANTES,110109,APRENDIZ,1,0,0,781242,781242,1,43525,0,,,,1075,1075,0
2020-08-31,21,648,2,1500,SOLTERO,F,1999-06-03,22,2020-02-04,2020-02-04,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,877803,877803,0,0,0,,,,265,265,0
2020-12-31,21,649,2,1500,CASADO,M,1988-02-17,33,2015-01-20,2015-01-20,83845,OPERATIVO,5,11,ADMINISTRATIVO,250164,TERMINO_INDEFINIDO,1,0,0,1747400,1747400,1,139800,0,,,,2106,2106,0
2020-12-31,21,651,2,1500,CASADO,M,1992-10-16,29,2016-01-20,2016-01-20,83814,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,882211,882211,1,31313,1,,,,1741,1741,0
2020-12-31,21,652,2,1500,SOLTERO,M,1986-01-23,35,2009-01-07,2009-01-07,83959,ADMINISTRATIVO,4,15,ADMINISTRATIVO,150144,TERMINO_INDEFINIDO,1,0,0,5174400,5174400,1,436900,0,,,,4310,4310,0
2020-12-31,21,655,4,1504,SOLTERO,F,1990-05-21,31,2018-08-21,2018-08-21,84021,ADMINISTRATIVO,3,16,ADMINISTRATIVO,110190,TERMINO_INDEFINIDO,1,0,0,6600000,6600000,1,585000,0,,,,797,797,0
2019-03-31,21,656,2,1500,SOLTERO,F,1991-05-01,30,2018-05-03,2018-05-03,83852,ESTRATEGICO,4,14,COMERCIAL,320363,TERMINO_INDEFINIDO,1,1431066.67,40,2146600,3577666.67,1,1507666.67,0,,,,907,907,0
2020-12-31,21,657,4,1504,SOLTERO,M,1987-10-02,34,2015-01-05,2015-01-05,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,2121,2121,0
2020-12-31,21,658,2,1500,SOLTERO,M,1987-08-20,34,2014-05-02,2014-05-02,83971,ADMINISTRATIVO,5,11,ADMINISTRATIVO,150205,TERMINO_INDEFINIDO,1,0,0,1862500,1862500,1,149000,0,,,,2369,2369,0
2020-12-31,21,659,2,1500,CASADO,M,1992-03-06,29,2015-08-19,2015-08-19,84491,OPERATIVO,5,11,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,197800,0,,,,1895,1895,0
2020-12-31,21,660,2,1500,SOLTERO,M,1993-07-23,28,2015-01-20,2015-01-20,84491,OPERATIVO,5,11,ADMINISTRATIVO,250120,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,197800,0,,,,2106,2106,0
2020-12-31,21,661,2,1500,UNION_LIBRE,M,1995-05-24,26,2016-08-23,2017-11-16,83845,OPERATIVO,5,11,ADMINISTRATIVO,250164,TERMINO_INDEFINIDO,1,0,0,1747400,1747400,1,735200,0,,,,1525,1075,0
2020-12-31,21,664,2,1500,UNION_LIBRE,M,1992-07-17,29,2016-01-20,2016-01-20,84491,OPERATIVO,5,11,ADMINISTRATIVO,250120,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,197800,0,,,,1741,1741,0
2020-12-31,21,665,2,1500,SOLTERO,M,1995-11-11,25,2018-07-17,2019-06-01,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1103400,1103400,1,39200,0,,,,832,513,0
2020-12-31,21,668,4,1504,SOLTERO,M,1991-05-18,30,2018-10-16,2018-10-16,84510,ADMINISTRATIVO,4,14,ADMINISTRATIVO,110125,TERMINO_INDEFINIDO,1,0,0,4148000,4148000,1,148000,0,,,,741,741,0
2018-01-31,21,669,7,1504,SOLTERO,F,1991-11-24,29,2017-08-18,2017-08-18,84049,OPERATIVO,7,7,PRACTICANTES,110204,APRENDIZ,1,0,0,1562484,1562484,1,87050,0,,,,1165,1165,0
2020-12-31,21,670,4,1504,SOLTERO,M,1996-04-14,25,2017-07-19,2017-07-19,83799,OPERATIVO,6,9,ADMINISTRATIVO,220132,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,1195,1195,0
2020-12-31,21,671,2,1500,SOLTERO,M,1987-06-05,34,2015-05-05,2015-05-05,83848,ADMINISTRATIVO,5,11,ADMINISTRATIVO,250176,TERMINO_INDEFINIDO,1,0,0,1805650,1805650,1,295550,0,,,,2001,2001,0
2020-12-31,21,672,2,1500,CASADO,M,1987-06-22,34,2009-01-07,2009-01-07,84599,OPERATIVO,4,14,OPERATIVO,250168,TERMINO_INDEFINIDO,1,0,0,2888710,2888710,1,472710,0,,,,4310,4310,0
2020-12-31,21,674,2,1500,SOLTERO,M,1993-11-13,27,2019-03-01,2019-03-01,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_FIJO,1,0,0,1103400,1103400,0,0,0,,,,605,605,0
2020-12-31,21,676,4,1504,CASADO,M,1987-09-17,34,2016-09-09,2016-09-09,84319,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110191,TERMINO_FIJO,1,0,0,2199100,2199100,1,521100,0,,,,1508,1508,0
2020-12-31,21,677,4,1504,SOLTERO,M,1990-06-11,31,2016-09-26,2016-09-26,84429,ADMINISTRATIVO,4,15,ADMINISTRATIVO,110191,TERMINO_INDEFINIDO,1,0,0,3400000,3400000,1,1195000,0,,,,1491,1491,0
2020-12-31,21,679,4,1504,UNION_LIBRE,M,1991-12-22,29,2019-01-04,2019-01-04,84303,OPERATIVO,5,11,ADMINISTRATIVO,220172,TERMINO_INDEFINIDO,1,0,0,2557500,2557500,1,90800,0,,,,661,661,0
2020-12-31,21,680,4,1504,SOLTERO,F,1993-02-19,28,2017-04-18,2017-04-18,84121,ADMINISTRATIVO,5,11,ADMINISTRATIVO,220176,TERMINO_INDEFINIDO,1,0,0,3035400,3035400,1,242900,0,,,,1287,1287,0
2020-08-31,41,683,9,1520,UNION_LIBRE,M,1988-06-24,33,2020-04-23,2020-04-23,84160,ADMINISTRATIVO,5,13,ADMINISTRATIVO,220132,TERMINO_FIJO,1,0,0,2597229,2597229,0,0,0,,,,186,186,0
2020-12-31,41,684,14,1527,SOLTERO,M,1989-03-31,32,2016-06-21,2016-06-21,84200,OPERATIVO,4,14,COMERCIAL,320373,TERMINO_INDEFINIDO,1,1355400,40,2033100,3388500,1,553500,0,,,,1588,1588,0
2020-12-31,21,685,5,1502,SOLTERO,F,1989-06-27,32,2019-07-08,2019-07-08,84016,ADMINISTRATIVO,2,18,ADMINISTRATIVO,310109,INTEGRAL,1,0,0,12000000,12000000,0,0,0,,,,476,476,0
2020-12-31,21,690,12,1507,SOLTERO,F,1994-12-19,26,2018-09-03,2018-09-03,83971,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110210,TERMINO_INDEFINIDO,1,0,0,2098000,2098000,1,453300,0,,,,784,784,0
2020-12-31,21,691,4,1504,SOLTERO,F,1990-08-26,31,2018-07-03,2018-07-03,83878,ADMINISTRATIVO,5,12,ADMINISTRATIVO,110126,TERMINO_INDEFINIDO,1,0,0,2392000,2392000,1,85300,0,,,,846,846,0
2020-12-31,21,692,4,1504,CASADO,M,1958-09-24,63,1989-04-19,1989-04-19,83807,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_INDEFINIDO,1,0,0,1605900,1605900,1,128487,1,,,,11513,11513,0
2020-12-31,21,694,4,1504,CASADO,F,1986-12-04,34,2019-07-16,2019-07-16,84627,ADMINISTRATIVO,3,17,ADMINISTRATIVO,110506,INTEGRAL,1,0,0,12500000,12500000,0,0,0,,,,468,468,0
2020-12-31,21,695,4,1504,SOLTERO,M,1990-05-03,31,2013-06-17,2013-06-17,84303,OPERATIVO,5,11,ADMINISTRATIVO,220172,TERMINO_INDEFINIDO,1,0,0,2557500,2557500,1,204700,0,,,,2688,2688,0
2018-07-31,21,699,6,1503,UNION_LIBRE,F,1993-02-11,28,2018-02-05,2018-02-05,84049,OPERATIVO,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,781242,781242,0,0,0,,,,994,994,0
2020-12-31,41,700,9,1520,SOLTERO,M,1990-05-23,31,2015-01-05,2015-01-05,84241,ADMINISTRATIVO,5,13,ADMINISTRATIVO,110178,TERMINO_INDEFINIDO,1,0,0,2613300,2613300,1,490300,0,,,,2121,2121,0
2020-12-31,41,701,9,1520,SOLTERO,M,1992-04-05,29,2019-08-06,2019-08-06,84636,OPERATIVO,5,11,OPERATIVO,110152,TERMINO_INDEFINIDO,1,0,0,1950500,1950500,0,0,0,,,,447,447,0
2020-12-31,21,702,4,1504,UNION_LIBRE,F,1994-11-09,26,2017-09-05,2017-09-05,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,1147,1147,0
2018-01-31,21,704,2,1500,SOLTERO,M,1994-09-09,27,2017-08-17,2017-08-17,84049,OPERATIVO,7,7,PRACTICANTES,110109,APRENDIZ,1,0,0,781242,781242,1,43525,0,,,,1166,1166,0
2020-12-31,41,705,9,1520,UNION_LIBRE,M,1993-02-27,28,2019-09-03,2019-09-03,84238,ADMINISTRATIVO,5,13,ADMINISTRATIVO,220176,TERMINO_FIJO,1,0,0,1950500,1950500,0,0,0,,,,419,419,0
2020-12-31,21,706,4,1504,SOLTERO,M,1988-02-08,33,2015-01-05,2015-01-05,83806,OPERATIVO,6,10,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1679200,1679200,1,134400,0,,,,2121,2121,0
2020-12-31,21,707,2,1500,CASADO,F,1989-11-06,31,2014-08-21,2014-08-21,84094,ADMINISTRATIVO,6,10,ADMINISTRATIVO,150134,TERMINO_INDEFINIDO,1,0,0,1744500,1744500,1,244500,0,,,,2258,2258,0
2020-12-31,21,708,4,1504,CASADO,M,1990-05-12,31,2017-05-19,2017-05-19,83806,OPERATIVO,6,10,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1679200,1679200,1,676400,0,,,,1256,1256,0
2020-12-31,21,709,4,1504,SOLTERO,M,1992-10-13,29,2016-12-21,2016-12-21,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,1405,1405,0
2020-12-31,21,712,4,1504,CASADO,M,1990-04-04,31,2015-06-01,2015-06-01,84303,OPERATIVO,5,11,ADMINISTRATIVO,220172,TERMINO_INDEFINIDO,1,0,0,2557500,2557500,1,204700,0,,,,1974,1974,0
2020-12-31,21,717,4,1504,CASADO,M,1985-12-11,35,2016-05-02,2016-05-02,83896,ADMINISTRATIVO,5,11,ADMINISTRATIVO,220176,TERMINO_INDEFINIDO,1,0,0,2444700,2444700,1,991500,0,,,,1638,1638,0
2020-08-31,21,719,4,1504,UNION_LIBRE,F,1989-04-14,32,2019-10-28,2019-10-28,83867,ADMINISTRATIVO,4,15,OPERATIVO,310143,TERMINO_INDEFINIDO,1,0,0,6910200,6910200,1,310200,0,,,,364,364,0
2020-12-31,21,720,4,1504,SOLTERO,F,1992-06-18,29,2019-08-02,2019-08-02,84094,ADMINISTRATIVO,6,10,ADMINISTRATIVO,110134,TERMINO_INDEFINIDO,1,0,0,1335000,1335000,1,553758,0,,,,451,451,0
2020-08-31,21,723,4,1504,SOLTERO,F,1997-11-09,23,2020-03-03,2020-03-03,84049,APRENDICES,7,7,ADMINISTRATIVO,110192,APRENDIZ,1,0,0,1755606,1755606,0,0,0,,,,237,237,0
2020-12-31,21,724,4,1504,UNION_LIBRE,F,1984-11-15,36,2015-09-01,2015-09-01,84647,ADMINISTRATIVO,5,13,OPERATIVO,110156,TERMINO_FIJO,1,0,0,2800000,2800000,1,647000,0,,,,1882,1882,0
2020-12-31,21,725,4,1504,SOLTERO,M,1993-02-11,28,2017-09-05,2017-09-05,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,1147,1147,0
2020-12-31,21,726,4,1504,SOLTERO,M,1996-11-02,24,2017-09-05,2017-09-05,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,,,,1147,1147,0
2020-12-31,21,728,4,1504,SOLTERO,M,1988-07-31,33,2019-02-04,2019-02-04,84054,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110120,TERMINO_INDEFINIDO,1,0,0,2776600,2776600,0,0,0,,,,630,630,0
2020-12-31,21,729,4,1504,UNION_LIBRE,F,1998-07-16,23,2019-09-04,2019-09-04,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,0,0,0,,,,418,418,0
